text,mask
"care options and stretch dollars when caring for yourself or dependents. Diverse income protection insurance options to protect yourself and your family in case of illness , injury , or other unexpected events. Additional programs and support to continue your education , adopt a child , relocate , or even",O O O O O O O O O O O S_perks E_perks E_perks S_perks E_perks O O O O O O O O O O O O O O O O O O S_perks O O O S_perks E_perks E_perks O S_perks O E_perks O E_perks O O O
find temporary childcare,S_perks E_perks E_perks
"Internships at UnitedHealth Group If you want an intern experience that will dramatically shape your career , consider a company thatâ€™s dramatically shaping our entire health care system. UnitedHealth Group internship opportunities will provide a hands-on view of a rapidly evolving , incredibly challenging marketplace of ideas , products and",O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name S_Misc_Info O O O O O O O O O O O O O O O O O O O
services. Youâ€™ll work side by side with some of the smartest people in the business on assignments that matter. So here we are. You have a lot to learn. We have a lot to do. Itâ€™s the perfect storm. And even better? Join us and you may end up staying,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"for a career in which you can do your lifeâ€™s best work.(sm) As a Data Engineer Intern on the Enterprise Intelligence Platform Core Build team , you will be challenged to complete deliverables that will enhance your skills while also contributing to the teamâ€™s goals and objectives. You will work",O O O O O O O O O O O O O O O O S_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"alongside a globalized team of distinguished engineers and developers who are pursuing innovations that improve the health care experience for everyone. We encourage you to dive in , explore and ask questions about creative ways to use technology to help make the health care system work like an actual system.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Youâ€™re about to take the next big step. Youâ€™ll be at the intersection of technology and healthcare , about to create the next incredible solution. If you want to advance your learning in a technology environment thatâ€™s always pushing the envelope , youâ€™ve come to the right place. The technology",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"group at Optum , part of UnitedHealth Groupâ€™s thriving family of businesses , is a team of 22 ,000 people who are passionate about making a difference by using technology to help improve the lives of millions and make health care work better for all. Youâ€™ll enjoy the flexibility to",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks E_perks
telecommute* from anywhere within the U.S. as you take on some tough challenges. Primary Responsibilities Work as part of a team to develop and optimize ingestion pipelines for the Enterprise Intelligence Platform Work with cross-functional teams in an Agile / Scrum environment Participate in Scrum ceremonies and execute against deliverables,E_perks O O O O O O O O O O O O O O O O O O O O O S_resp E_resp E_resp E_resp E_resp O O O O O S_resp O E_resp E_resp O O S_Hard_Skill O S_Hard_Skill O O O O O O O O O
within a given sprint Youâ€™ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role. We will also provide you with exposure to other roles you may find interest in. Required Qualifications,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Currently pursuing a Bachelorâ€™s or 2-year technical college during the duration of the internship. Graduating seniors may apply with an understanding that a full-time position at the end of the internship is not guaranteed Must be actively enrolled in an accredited college/university or certificate program/bootcamp , or 2-year technical college",O O O S_degree O S_degree E_degree E_degree O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"during the duration of the internship. Internships are not intended for graduating seniors Must be eligible to work in the U.S. without company sponsorship , now or in the future , for employment-based work authorization. F-1 visa holders with Curricular Practical Training (CPT) or Optional Practical Training (OPT) who will",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"require visa sponsorship , TN visa holders , current H-1B visa holders , and/or those requiring green card sponsorship will not be considered General knowledge of databases and script writing Able to communicate ideas and processes in a collaborative manner Full COVID-19 vaccination is an essential job function of this",O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill S_Soft_Skill O E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O O O O O
"role. Candidates located in states that mandate COVID-19 booster doses must also comply with those state requirements. UnitedHealth Group will adhere to all federal , state and local regulations as well as all client requirements and will obtain necessary proof of vaccination , and boosters when applicable , prior to",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"employment to ensure compliance. Candidates must be able to perform all essential job functions with or without reasonable accommodation Preferred Qualifications Minimum 3.00 cumulative GPA Able to understand and develop data ingestion and extraction strategies Any experience with one or more of the following: RDBMS , Cloud technologies , technical",O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O O S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill
"documentation , or exposure to object-oriented programming languages To protect the health and safety of our workforce , patients and communities we serve , UnitedHealth Group and its affiliate companies require all employees to disclose COVID-19 vaccination status prior to beginning employment. In addition , some roles and locations require",E_Hard_Skill O O O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O
"full COVID-19 vaccination , including boosters , as an essential job function. UnitedHealth Group adheres to all federal , state and local COVID-19 vaccination regulations as well as all client COVID-19 vaccination requirements and will obtain the necessary information from candidates prior to employment to ensure compliance. Candidates must be",O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"able to perform all essential job functions with or without reasonable accommodation. Failure to meet the vaccination requirement may result in rescission of an employment offer or termination of employment Internships at Optum If you want an intern experience that will dramatically shape your career , consider a company thatâ€™s",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O
"dramatically shaping our entire health care system. Optum , part of the UnitedHealth Group family of companies , is a leading health services and innovation company dedicated to helping make the health system work better for everyone. With more than 94 ,000 people collaborating worldwide , Optum combines people ,",O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"technology , data and action to improve the delivery , quality and efficiency of health care. Our internship opportunities provide a view of a rapidly evolving , incredibly challenging marketplace of ideas , products and services. Here , youâ€™ll work with some of the smartest people in the business on",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"assignments that matter. Join us and you may end up staying for a career in which you can do your lifeâ€™s best work.(sm) Colorado , Connecticut or Nevada Residents Only: The hourly range for Colorado residents is $16.00 to $17.07 The hourly range for Connecticut / Nevada residents is $16.00",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks E_perks E_perks O O O O O O O O O S_perks
"to $19.18 Pay is based on several factors including but not limited to education , work experience , certifications , etc. In addition to your salary , UnitedHealth Group offers benefits such as , a  benefits package , incentive and recognition programs , equity stock purchase and 401k contribution",E_perks E_perks O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks E_perks E_perks O S_perks O E_perks E_perks O S_perks E_perks E_perks O S_perks E_perks
"(all benefits are subject to eligibility requirements). No matter where or when you begin a career with UnitedHealth Group , youâ€™ll find a far-reaching choice of benefits and incentives. All Telecommuters will be required to adhere to UnitedHealth Groupâ€™s Telecommuter Policy. Diversity creates a healthier atmosphere: UnitedHealth Group is an",O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race , color , religion , sex , age , national origin , protected veteran status , disability status , sexual orientation , gender identity or expression , marital status , genetic information",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
", or any other characteristic protected by law.",O O O O O O O O
"New Relic builds observability tools for end to end observability for our customers. We are looking for a Software Engineer to implement data-driven systems to enable reporting and analytics for our product lead growth efforts. This includes developing solutions for acquiring , redefining , mining , and modeling our enterprise",O O O O O O O O O O O O O O O O O O S_Misc_Info E_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
data. You will be responsible for developing algorithms to understand data trends and derive insights from various user journeys and installation experience for New Relic! What you 'll do Build and maintain efficient data infrastructure Translate complex data into actionable insights and recommendations for stakeholders Understand specific business questions to,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_resp O E_resp E_resp E_resp E_resp S_resp E_resp E_resp O O O O O O O S_resp E_resp E_resp E_resp O
be answered through data Work with popular ETL and data visualization tools Work closely with other specialists and cross functional team members to leverage existing resources and solutions Incorporate automated tests and validation to ensure the integrity of the data pipeline This role requires Minimum 3 years professional experience in,O E_resp E_resp E_resp S_resp O E_resp E_resp O E_resp E_resp E_resp S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O O O O O O O S_resp E_resp E_resp O O O O O O O O O O O O O O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O
"software engineering Proficient in SQL and Python Experience with data visualization tools such as Tableau , Periscope , and Looker Proficient working with data warehouses such as Redshift , Snowflake Ability to collaborate across teams and functions to solve problems Ability to communicate well virtually , including oral , written",O O O O S_Hard_Skill O S_Hard_Skill O O O O O O O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O O O O O O O S_Hard_Skill O S_Hard_Skill S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O O O O O S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill O E_Soft_Skill
"and presentation skills Meticulous self-starter , comfortable working independently and as part of a team Bonus points if you have Experience using New Relic Products Experience with streaming technologies such as Apache , Kafka and Spark Experience with Jupyter notebook , Databricks or similar tools BS in Computer Science ,",O E_Soft_Skill O S_Soft_Skill E_Soft_Skill O O O O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O O O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O O O S_degree O S_degree E_degree O
"Computer Engineering , or equivalent We 're looking for bold and passionate people to be a part of our mission to create more perfect software. We 'd love to have you apply , even if you don 't feel you meet every single requirement. What 's most important to us",S_degree E_degree O O O O O O O S_Soft_Skill O S_Soft_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"is finding authentic and accountable people who feel connected to our mission and values , not just candidates who check off all the boxes. We believe in empowering all Relics to achieve professional , and business success through a workforce model called Flex First. The Flex First model allows us",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"to work in a variety of workplaces that best support our success , including fully office-based , fully remote , or a combination of both. Read more about Flex First and New Relicâ€™s vaccine policy as part of our commitment to maintaining a safe and healthy workplace in light of",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the COVID-19 pandemic at www.newrelic.com/blog/how-to-relic/future-of-work. Our hiring process Please note that visa sponsorship is not available for this position. In compliance with applicable law , all persons hired will be required to verify identity and eligibility to work and to complete employment eligibility verification. Note: Our stewardship of the data",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"of thousands of customersâ€™ means that a criminal background check is required to join New Relic. We will consider qualified applicants with arrest and conviction records based on individual circumstances and in accordance with applicable law including , but not limited to , the San Francisco Fair Chance Ordinance (https://sfgov.org/olse/sites/default/files/FCO%20poster2020.pdf).",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. New Relic does not accept unsolicited headhunter and agency resumes , and will not pay fees to any third-party agency or company that does not have a signed agreement with New Relic. New Relic is",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"an equal opportunity employer. We eagerly seek applicants of diverse background and hire without regard to race , color , gender identity , religion , national origin , ancestry , citizenship , physical abilities (or disability) , age , sexual orientation , veteran status , or any other characteristic protected",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"by law. Interested in the details of our privacy policy? Read more here: www.newrelic.com/termsandconditions/applicant-privacy-policy Estimated Base Pay Range: $ 110 ,000 - $ 137 ,000 (for Colorado based roles only) Consistent with New Relic 's values and applicable law , we provide the following information to promote pay transparency and",O O O O O O O O O O O O O O O O O O O O S_perks O O O E_perks O O O O O O O O O O O O O O O O O O O O O O O O O
"equity. The base pay range above represents a good faith estimate of the low and high end base pay range for the listed position if based in Colorado. This role may be eligible for the corporate bonus plan (or , if a sales role , a commission plan as defined",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"in the sales incentive plan document) , participation in our stock equity plan , short- and long-term incentives , and other department-specific awards that may be applicable. In addition , New Relic provides a variety of benefits to employees. Please note that this information is provided for those hired in",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Colorado only , and this role is open to candidates outside of Colorado with compensation that aligns with your location The range provided may also represent candidate ranges and may not reflect the full range or geographic differential for an individual tenured employee. Wage - midpoint 137 ,000 Wage -",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_perks O O
"minimum 110 ,000",O O S_perks
"Company Description Over the last 20 years , Intelerad has grown into a leader of the medical imaging software industry. Our distributed solutions play a vital role in the delivery of healthcare across 11 time zones and 3 continents. We take pride in being a world-class healthcare solutions company with",O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"more than 400 employees and over 1 ,000 customer sites. Our workplaces encourage growth and professional development. We are Intelerad Join us if you want to be the best version of yourself and make a difference in healthcare. Job Description Are you interested in building high-quality technology solutions for the",O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"most advanced radiology groups around the world? Do you love the idea of joining a small , experienced team to design , build and scale technology to improve delivery of healthcare to millions of people? Youâ€™ll be joining the team at a critical point of growth for the company and",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"product as we expand our team to build new technology , enter new geographic territories and grow our customer base. This role offers a huge upside potential , high visibility and fast career growth. It is a unique opportunity to work with smart people who are solving complex problems. We",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"are looking for a Software Development Engineer to join the Clario team to build the future of radiology workflow. Youâ€™ll join a small team to design , architect , build , and test software that delivers customer value. You should be comfortable solving complex problems and have a strong desire",O O O O S_Misc_Info E_Misc_Info E_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"to develop your skills in our tech stack. We value simplicity , life-long learning , curiosity , exploration , risk taking and a willingness to jump in to tackle any problem. A great software development engineer will make all the difference as we grow our team , develop new technology",O O O O O O O O O O S_Soft_Skill O S_Soft_Skill S_Soft_Skill O S_Soft_Skill O S_Soft_Skill O S_Soft_Skill E_Soft_Skill O O O O O O O O O O O O S_Misc_Info E_Misc_Info E_Misc_Info O O O O O O O O O O O O O O
"and support our customers. Are you passionate about architecting , designing , developing , and delivering a great product? Do you thrive in a fast-paced environment , and want to be an integral part of a truly great team? Come join us! Required Experience And Skills Qualifications A qualified candidate",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"must have a solid understanding of both object oriented and procedural scripting languages. The candidate must be willing to gain competence in our core technologies to develop a higher understanding of the role , processes and procedures. Mandatory Qualifications: Experience with at least two high level languages such as C",O O O O O O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill
", C++ , and C# Experience with at least two scripting languages such as PHP , Javascript , or python Ability to work individually and as part of a team Excellent organizational , verbal , and written communication skills Bachelorâ€™s degree in Computer Science or related field Exceptional candidates will",O S_Hard_Skill O O S_Hard_Skill O O O O O O O O O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill O E_Soft_Skill S_Soft_Skill O O E_Soft_Skill O O E_Soft_Skill E_Soft_Skill E_Soft_Skill S_degree E_degree O S_degree E_degree O O O O O O
"have one or more of the following qualifications: Experience with MSSQL Experience with a Javascript framework such as AngularJS , JQuery or extJS Experience working in a regulated environment (FAA or FDA ) Experience with healthcare data exchange standards (HL7 or DICOM ) Clarioâ€™s software development is performed by a",O O O O O O O O O O S_Hard_Skill O O O O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O O O O S_Hard_Skill O S_Hard_Skill O O O O O O O S_Hard_Skill O S_Hard_Skill O O O O O O O O
"small , agile team where every individual is important to the Companyâ€™s outcome. This is a great opportunity for a qualified candidate. Additional Information All applicants meeting minimum qualifications will be required to complete a 30 minutes online assessment as part of your candidate application",O O S_Hard_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"At TripActions , â€œItâ€™s all about the user. All of them.â€ Weâ€™re passionate about providing a seamless one-stop experience for business travelers , no matter how they travel , where they stay , or where theyâ€™re going. TripAction is looking for a Machine Learning Ops/DevOps Engineer to join our growing",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Misc_Info E_Misc_Info E_Misc_Info E_Misc_Info O O O O
"team. You will be working within our world-class data organization to help modernize and scale our data platform to power our data-driven company and to support our rapidly evolving and growing data needs. You will get an opportunity to improve our existing data infrastructure and to design , build and",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
maintain the ML deployment process and pipeline. The ideal candidate will be extremely curious and will use their data skills and business mindset to make a difference every day. We are looking for people who can operate at a company that grows as fast as ours by dealing with multiple,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"moving pieces while still holding up quality , long-term thinking , and delivering value to our customers. We take great pride in our diversity of backgrounds , cultures , and perspectives and we strongly believe this is helping us to grow as a successful and impactful team. What You 'll",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Do: Continuously improve our data infrastructure to make it more stable , scalable , observable and secure Support services running in production (we are looking for true owners) Work on design and implementation of the new MLOps architecture Work closely with the data science , product , and engineering teams",O S_resp E_resp O E_resp E_resp O O O O O O O O O O O S_resp E_resp O O O O O O O O O S_resp O E_resp O E_resp O O O O O S_resp O E_resp O E_resp E_resp O E_resp O O E_resp E_resp
to develop and deploy advanced ML models Collaborate with the Data Warehouse and BI team to assist them in automation of their processes Develop our internal tooling library used by the data team Review and manage user access as well as create documentation to help the team follow the best,O O O O O O O S_resp O O E_resp E_resp O O O O O O O O O O O S_resp O E_resp E_resp E_resp O O O O O S_resp O E_resp E_resp E_resp O O O S_resp E_resp O O O O O O O
"practices What We 're Looking For: BS in Computer Science , Engineering , Mathematics , or related technical field 3+ years of relevant work experience in Machine Learning , DevOps , or Data Engineering Fluent in Python , SQL , and Shell/Bash scripting Proficiency with deploying models via AWS SageMaker",O O O O O O S_degree O S_degree E_degree O S_degree O S_degree O O O O O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill O O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill O O O O O S_Hard_Skill E_Hard_Skill
"or MLFlow Experience in AWS and its core offerings (EC2 , RDS , S3 , Lambda , Gateway API , etc) Experience in CI/CD pipeline implementation and tools like GitHub (including Workflows and Actions) , Terraform , Docker , Jenkins , Blue Ocean , Circle CI Experience with columnar databases",O S_Hard_Skill O O S_Hard_Skill O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O S_Hard_Skill S_Hard_Skill O O O O S_Hard_Skill O O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O
"like Snowflake , Redshift , or BigQuery and ETL/ELT tools like Fivetran , Stitch , dbt , Airflow  , etc",O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O
Position: Systems Analyst-Unix / Linux Location: Salt Lake City Duration: 6 Months Contract to Hire.  Purpose of Position The Systems Analyst-Unix/Linux is responsible for maintaining systems and their associated operating system for computer applications.  Primary Job Duties and Responsibilities (Essential Job Functions) Provides operational support for the Windows,O O S_Misc_Info O S_Misc_Info O S_location E_location E_location O O O O O O O O O O O O O O O O S_resp E_resp O O O O O O O O O O O O O O O O O S_resp E_resp E_resp O O O
"systems computing environment. Responsibilities include operating system and application software installations and upgrades , backup and recovery administration , adding/deleting users and peripheral equipment , and troubleshooting system and application issues. (50-75%) Provides technical guidance for directing and monitoring information systems operations. Implements machine modifications to increase the capacity of",O O O S_resp E_resp E_resp E_resp O E_resp E_resp E_resp O E_resp O O O O O O S_resp E_resp O E_resp E_resp O O O O O O O O S_resp E_resp E_resp O O O O O O O S_resp E_resp E_resp O O O O O
"the system. Compiles records and reports concerning production , machine malfunctioning , and maintenance. May advise on workflow plans , methods , and procedures analysis. Analyzes the results of monitoring the operating system(s) and recommend changes to improve processing and utilization. (10-20%) Performs all procedures necessary to ensure the safety",O O S_resp O E_resp E_resp O O O O O O O O O O O O O O O O O O O S_resp O E_resp E_resp E_resp O O O O O O O O O O O O S_resp E_resp E_resp E_resp O O O O
of information systems assets and to protect systems from intentional or inadvertent access or destruction. Interfaces with the user community to understand their security needs and implement procedures to accommodate them. Conducts accurate evaluation of the level of security required. (5-10%) Monitors and response to complex technical control facility hardware,O O O O O O O O O O O O O O O S_resp O O E_resp E_resp O O O O O O O O O O O S_resp E_resp E_resp O O O O O O O S_resp E_resp E_resp O E_resp E_resp E_resp O O
and software problems using a variety of hardware and software testing tools and techniques. Provides primary interface with vendor support service groups or provides internal analysis and support to ensure proper escalation during outages or periods of degraded system performance. Provides guidance and training for less experienced technicians. (5-10%) Provides,O O O O O O O O O O O O O O S_resp E_resp E_resp O O O O O O O O O O O O O O O O O O O O O O O S_resp E_resp O E_resp O O O O O S_resp
documentation for the support of information technology processes and procedures. (5-10%) Assists in the research and implementation of system administration software and hardware. (5-10%) Develops programs to support application and system operations. (5-10%) Provides technical input to assist in the development of project planning. (2-5%) Performs additional responsibilities as requested,E_resp O O O O O O O O O O S_resp E_resp E_resp E_resp O E_resp O O O O O O O S_resp E_resp O O O O O O O S_resp E_resp E_resp O O O O O O O O O S_resp E_resp E_resp O O
"or assigned. (0-5%) Position Requirements Bachelor 's degree in information systems , computer science , or related technical field or equivalent work experience. (Typically six years of related , progressive work experience in information technology would be needed for candidates applying for this position who do not possess a bachelor",O O O O O O S_degree E_degree O S_degree E_degree O S_degree E_degree O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"'s degree Two years experience in systems administration Microsoft certified systems engineer or demonstrate significant progress toward completion of the certification and complete it within six months of entry into the position. Basic knowledge of Windows operating systems Basic knowledge of relational database technology , Web environments , electronic mail",S_degree E_degree S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill
"systems , and Internet protocol-based networks Effective oral and written communication skills Effective analytical and problem-solving skills Ability to prioritize and handle multiple tasks and projects concurrently. Availability for periodic on-call responsibilities",E_Hard_Skill O O S_Hard_Skill E_Hard_Skill E_Hard_Skill S_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill S_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill S_Soft_Skill O E_Soft_Skill O S_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill E_Soft_Skill O S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill
"Our Purpose We work to connect and power an inclusive , digital economy that benefits everyone , everywhere by making transactions safe , simple , smart and accessible. Using secure data and networks , partnerships and passion , our innovations and solutions help individuals , financial institutions , governments and",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"businesses realize their greatest potential. Our decency quotient , or DQ , drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths , views , and experiences. We believe that our differences enable",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"us to be a better team â€“ one that makes better decisions , drives innovation and delivers better business results. Job Title Manager , Data Scientist Who is Mastercard Mastercard is a global technology company in the payments industry. Our mission is to connect and power an inclusive , digital",O O O O O O O O O O O O O O O O O O O O O O O O S_Misc_Info E_Misc_Info O O S_Company_Name S_Company_Name O O O O O O O O O O O O O O O O O O O O
"economy that benefits everyone , everywhere by making transactions safe , simple , smart , and accessible. Using secure data and networks , partnerships and passion , our innovations and solutions help individuals , financial institutions , governments , and businesses realize their greatest potential. Our decency quotient , or",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"DQ , drives our culture and everything we do inside and outside of our company. With connections across more than 210 countries and territories , we are building a sustainable world that unlocks priceless possibilities for all. Overview Finicity , a Mastercard company , is leading the Open Banking Initiative",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_Company_Name O O O O O O O O
"to increase the Financial Health of consumers and businesses. The Data Science and Analytics team is looking for a Manager , Data Scientist. The Data Science team works on Intelligent Decisioning Financial Certainty Attribute , Feature , and Entity Resolution Verification Solutions and much more. Join our team to make",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S_resp E_resp S_resp E_resp S_resp O S_resp O O S_resp E_resp O O O O O O O O O O
"an impact across all sectors of the economy by consistently innovating and problem-solving. The ideal candidate is passionate about leveraging data to provide high quality customer solutions. Also , the candidate is a strong people leader who is extremely motivated , intellectually curious , analytical , and possesses an entrepreneurial",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"mindset. Role Manage , Lead , mentor and grow data science teams focused on developing production-grade services and capabilities Plan and direct data science / machine learning projects within the team. Design and implement machine learning models for a number of financial applications including but not limited to: Transaction Classification",O O S_resp O S_resp O S_resp O E_resp E_resp E_resp E_resp O O O O O O O S_resp O E_resp E_resp E_resp O S_resp E_resp E_resp O O O S_resp O E_resp E_resp E_resp E_resp O O O O O O O O O O O S_resp E_resp
", Temporal Analysis , Risk modeling from structured and unstructured data Measure , validate , implement , monitor and improve performance of both internal and external facing machine learning models Propose creative solutions to existing challenges that are new to the company , the financial industry and to data science.",O E_resp E_resp O S_resp E_resp E_resp E_resp O E_resp E_resp S_resp O S_resp O S_resp O S_resp O E_resp E_resp O O O O S_resp E_resp E_resp E_resp E_resp S_resp E_resp E_resp O O O O O O O O O O O O O O O O O
